"Location","Year","metric","priority_group","sdi_cat","ASR","lower_CI","upper_CI"
"Afghanistan",2003,"Attributable_DALYs (Disability-Adjusted Life Years)","High","low",17.7882300682415,17.5144116862931,18.0703996533967
"Afghanistan",2003,"Attributable_DALYs (Disability-Adjusted Life Years)","Medium","low",10.5326574520225,10.2929865184156,10.7882127994721
"Afghanistan",2003,"Attributable_Deaths","Critical","low",1.04808381391132,0.983418316644645,1.11888022765363
"Afghanistan",2003,"Attributable_Deaths","High","low",0.632465932784517,0.560629433878246,0.718286798828496
"Afghanistan",2003,"Attributable_Deaths","Medium","low",0.214149630231754,0.169765452228759,0.281637441622998
"Afghanistan",2004,"Associated_DALYs (Disability-Adjusted Life Years)","Critical","low",154.373627744374,153.7036763791,155.048709158581
"Afghanistan",2004,"Associated_DALYs (Disability-Adjusted Life Years)","High","low",102.739154868157,102.112302638116,103.373946253528
"Afghanistan",2004,"Associated_DALYs (Disability-Adjusted Life Years)","Medium","low",270.355813696594,269.162566187357,271.56376970044
"Afghanistan",2004,"Associated_Deaths","Critical","low",4.5277195012239,4.39392546949091,4.66733926319539
"Afghanistan",2004,"Associated_Deaths","High","low",3.3568114296432,3.19273010841274,3.53360162903647
"Afghanistan",2004,"Associated_Deaths","Medium","low",5.55325025369097,5.31845438825647,5.80608294087582
"Afghanistan",2004,"Attributable_DALYs (Disability-Adjusted Life Years)","Critical","low",35.0820919050134,34.7500628170155,35.4194101616158
"Afghanistan",2004,"Attributable_DALYs (Disability-Adjusted Life Years)","High","low",17.4229513964304,17.1536903424035,17.7004716153268
"Afghanistan",2004,"Attributable_DALYs (Disability-Adjusted Life Years)","Medium","low",11.4506519012718,11.2028621623973,11.7140886600582
"Afghanistan",2004,"Attributable_Deaths","Critical","low",1.03934641036334,0.975453887855526,1.10929467612874
"Afghanistan",2004,"Attributable_Deaths","High","low",0.627665211134957,0.556404232454468,0.712765944220224
"Afghanistan",2004,"Attributable_Deaths","Medium","low",0.236398041600357,0.189709167405048,0.305653909619721
"Afghanistan",2005,"Associated_DALYs (Disability-Adjusted Life Years)","Critical","low",155.664166952504,154.994870446515,156.338662118293
"Afghanistan",2005,"Associated_DALYs (Disability-Adjusted Life Years)","High","low",100.574948447856,99.9563923733485,101.201572564396
"Afghanistan",2005,"Associated_DALYs (Disability-Adjusted Life Years)","Medium","low",283.270921939567,282.048309365496,284.508517623506
"Afghanistan",2005,"Associated_Deaths","Critical","low",4.59429336446942,4.45996836299223,4.73452008114935
"Afghanistan",2005,"Associated_Deaths","High","low",3.30592766120492,3.14361275879281,3.4811445174972
"Afghanistan",2005,"Associated_Deaths","Medium","low",5.8940561622191,5.65184402570804,6.15459554131612
"Afghanistan",2005,"Attributable_DALYs (Disability-Adjusted Life Years)","Critical","low",34.8469368669183,34.5184046134591,35.1808218472502
"Afghanistan",2005,"Attributable_DALYs (Disability-Adjusted Life Years)","High","low",17.1053343363737,16.8392558514619,17.3798080710506
"Afghanistan",2005,"Attributable_DALYs (Disability-Adjusted Life Years)","Medium","low",12.1289256237507,11.8738999562615,12.3998795308005
"Afghanistan",2005,"Attributable_Deaths","Critical","low",1.0373102128448,0.973738748865049,1.10702297639823
"Afghanistan",2005,"Attributable_Deaths","High","low",0.619036765603569,0.548520772238382,0.70363429492019
"Afghanistan",2005,"Attributable_Deaths","Medium","low",0.253200607610185,0.204786487964489,0.324498967431936
"Afghanistan",2006,"Associated_DALYs (Disability-Adjusted Life Years)","Critical","low",161.096832958596,160.416348894159,161.782551152691
"Afghanistan",2006,"Associated_DALYs (Disability-Adjusted Life Years)","High","low",101.486054762651,100.8649439872,102.115294072593
"Afghanistan",2006,"Associated_DALYs (Disability-Adjusted Life Years)","Medium","low",296.839683811289,295.58257691267,298.111915394413
"Afghanistan",2006,"Associated_Deaths","Critical","low",4.76311287692269,4.62680923954066,4.90534227658792
"Afghanistan",2006,"Associated_Deaths","High","low",3.36349110677035,3.200384684508,3.53955990701668
"Afghanistan",2006,"Associated_Deaths","Medium","low",6.26456207805473,6.01458850727855,6.53297701259756
"Afghanistan",2006,"Attributable_DALYs (Disability-Adjusted Life Years)","Critical","low",35.7282142351373,35.3963912815094,36.0654199234836
"Afghanistan",2006,"Attributable_DALYs (Disability-Adjusted Life Years)","High","low",17.5747418681941,17.3054559241544,17.8524786861867
"Afghanistan",2006,"Attributable_DALYs (Disability-Adjusted Life Years)","Medium","low",12.7950783378168,12.5322331115621,13.0739785017069
"Afghanistan",2006,"Attributable_Deaths","Critical","low",1.06533248939309,1.00110026285295,1.13573423284998
"Afghanistan",2006,"Attributable_Deaths","High","low",0.639366972940522,0.567997382148858,0.724872646376678
"Afghanistan",2006,"Attributable_Deaths","Medium","low",0.270500157971653,0.220375233074926,0.343555024142018
"Afghanistan",2007,"Associated_DALYs (Disability-Adjusted Life Years)","Critical","low",162.313820575371,161.628307589538,163.004597615009
"Afghanistan",2007,"Associated_DALYs (Disability-Adjusted Life Years)","High","low",98.5647636649315,97.9506695457248,99.1870329632263
"Afghanistan",2007,"Associated_DALYs (Disability-Adjusted Life Years)","Medium","low",294.182081216272,292.923323063651,295.456060449341
"Afghanistan",2007,"Associated_Deaths","Critical","low",4.84673955327512,4.70945079087852,4.98996811647773
"Afghanistan",2007,"Associated_Deaths","High","low",3.32787967352332,3.16590549447373,3.50285960387648
"Afghanistan",2007,"Associated_Deaths","Medium","low",6.33905484489682,6.08687642458228,6.60976851982759
"Afghanistan",2007,"Attributable_DALYs (Disability-Adjusted Life Years)","Critical","low",36.0422649244017,35.7088000510516,36.3811342045833
"Afghanistan",2007,"Attributable_DALYs (Disability-Adjusted Life Years)","High","low",17.4837313750924,17.2144265668475,17.7615326292602
"Afghanistan",2007,"Attributable_DALYs (Disability-Adjusted Life Years)","Medium","low",12.9181349979573,12.6526171457779,13.1998003985496
"Afghanistan",2007,"Attributable_Deaths","Critical","low",1.080728103695,1.01615064364593,1.15148908046283
"Afghanistan",2007,"Attributable_Deaths","High","low",0.64608092885953,0.5745269334428,0.731803458909071
"Afghanistan",2007,"Attributable_Deaths","Medium","low",0.27851492603681,0.227513073940013,0.352497226816939
"Afghanistan",2008,"Associated_DALYs (Disability-Adjusted Life Years)","Critical","low",164.373250703161,163.681020281855,165.07076235344
"Afghanistan",2008,"Associated_DALYs (Disability-Adjusted Life Years)","High","low",94.1920392350787,93.5867847569442,94.8055147693463
"Afghanistan",2008,"Associated_DALYs (Disability-Adjusted Life Years)","Medium","low",280.485999006509,279.244773613757,281.742527070113
"Afghanistan",2008,"Associated_Deaths","Critical","low",4.96777926002745,4.82895492419603,5.11254439700495
"Afghanistan",2008,"Associated_Deaths","High","low",3.2524455277129,3.09219602493952,3.42573622761424
"Afghanistan",2008,"Associated_Deaths","Medium","low",6.1793559131098,5.92928760280045,6.44804430621638
"Afghanistan",2008,"Attributable_DALYs (Disability-Adjusted Life Years)","Critical","low",36.7682820820755,36.431767884187,37.1102050500725
"Afghanistan",2008,"Attributable_DALYs (Disability-Adjusted Life Years)","High","low",16.8607814711006,16.5944652749922,17.1356398645547
"Afghanistan",2008,"Attributable_DALYs (Disability-Adjusted Life Years)","Medium","low",12.4417131004526,12.1786375665576,12.7210285379149
"Afghanistan",2008,"Attributable_Deaths","Critical","low",1.10878515795535,1.04354964608105,1.18019767112346
"Afghanistan",2008,"Attributable_Deaths","High","low",0.636278297003583,0.565291882585039,0.721470226299816
"Afghanistan",2008,"Attributable_Deaths","Medium","low",0.274105681800564,0.2233332158985,0.347969432441236
"Afghanistan",2009,"Associated_DALYs (Disability-Adjusted Life Years)","Critical","low",162.580142590254,161.895773862941,163.26976367304
"Afghanistan",2009,"Associated_DALYs (Disability-Adjusted Life Years)","High","low",94.3608754189681,93.7502582001391,94.9797230397086
"Afghanistan",2009,"Associated_DALYs (Disability-Adjusted Life Years)","Medium","low",250.465583981514,249.283905104044,251.662577728551
"Afghanistan",2009,"Associated_Deaths","Critical","low",4.93758471055922,4.80006333560289,5.08101074336024
"Afghanistan",2009,"Associated_Deaths","High","low",3.34253924211892,3.18017841827281,3.51789340484675
"Afghanistan",2009,"Associated_Deaths","Medium","low",5.6356450924157,5.396651483617,5.89327900029963
"Afghanistan",2009,"Attributable_DALYs (Disability-Adjusted Life Years)","Critical","low",36.3305441059977,35.9990624129622,36.6673957466918
"Afghanistan",2009,"Attributable_DALYs (Disability-Adjusted Life Years)","High","low",17.3609248185243,17.0896614991312,17.6407197013286
"Afghanistan",2009,"Attributable_DALYs (Disability-Adjusted Life Years)","Medium","low",10.942695138029,10.6939376153387,11.2077583716305
"Afghanistan",2009,"Attributable_Deaths","Critical","low",1.10049135132578,1.03598606289091,1.17113441350819
"Afghanistan",2009,"Attributable_Deaths","High","low",0.66613061137365,0.593657432936753,0.752710426876334
"Afghanistan",2009,"Attributable_Deaths","Medium","low",0.246522636837038,0.198424828682239,0.317943379951929
